Prompt,Response,Answer,Similarity
" हिंदी साहित्यात ""प्रेमचंद युग"" चे महत्त्व काय आहे?","प्रेमचंद युग हा हिंदी साहित्यातील एक महत्त्वपूर्ण काळ आहे, ज्यात 1920पासून 1950पासूनचे साहित्यिक कल्याण करणार्‍या राम गुरु यांच्या लेखनांचा आणि साहित्यिक शैली आणि संस्कृतीचा विकास होतो. त्यांच्या लेखनामुळे हिंदी साहित्यातील विविध विषयांची प्रवृत्ती विकसित होते आणि स"," प्रेमचंदच्या कार्यांमध्ये दलित, महिला आणि शेतकरी यासारख्या उपेक्षित गटांना सामोरे जावे लागलेले संघर्ष आणि अडचणींचे चित्रण केले आहे, राष्ट्रीय समस्यांचे निराकरण करण्यासाठी सामाजिक समरसतेची आवश्यकता अधोरेखित करते.",0.98428726
" ""वंशवृक्ष"" या कन्नड कादंबरीचे लेखक कोण आहेत?",वंशवृक्ष या कन्नड कादंबरीचे लेखक महाराणी तंजोळे आहेत., एसएल भैरप्पा,0.8529682
 भारतीय न्यू वेव्ह चळवळीचे साहित्यात काय महत्त्व आहे?,"भारतीय न्यू वेव्ह चळवळी हे एक महत्त्वाचे आणि विविध महत्त्वाचे साहित्य आहे जे भारतीय संस्कृतीसाठी विशेष महत्त्वाचे आहे. या चळवळीच्या साहित्यातील महत्त्वाचे काही महत्त्वे यासारखे आहेत:

1. **सामाजिक आणि सांस्कृतिक वैशिष्ट्ये**: भारतीय न्यू वेव्ह चळवळी भारतीय संस्कृतीच"," न्यू वेव्हच्या आधी, लोकप्रिय हिंदी सिनेमाने हिंदी साहित्याकडे पूर्णपणे दुर्लक्ष केले होते, त्याऐवजी संकरित, काव्यात्मक भाषेसाठी उर्दूकडे वळले होते ज्यामध्ये ते प्रेम, विश्वास आणि न्याय बोलत होते. इंडियन न्यू वेव्हने साहित्यिक हिंदीतील संस्कृत नवविज्ञान पहिल्यांदाच सिनेमागृहात आणले.",0.9483518
"अरुंधती रॉय यांच्या ""द गॉड ऑफ स्मॉल थिंग्ज"" या कादंबरीची थीम काय आहे?","""द गॉड ऑफ स्मॉल थिंग्ज"" या कादंबरी अंग्रेजी भाषेतील ""द गॉड ऑफ स्मॉल टिंग्स"" ही एक पुस्तक आहे जी मॅक एटी व्हिलिसच्या सह-लेखक मॅर्टिन किंग्सच्या कादंबरी मध्ये लिहिलेली आहे. ही पुस्तक इ.स. 1996 मध्ये प्रकाशित झाली होती.

कादंबरी म्हणजे मानवी मनाच्या प्रगतीची प्रक्र"," अरुंधती रॉय यांचे द गॉड ऑफ स्मॉल थिंग्ज हे भारतातील दोन भ्रातृत्वाच्या जुळ्या मुलांबद्दल आहे ज्यांचे जीवन त्यांच्या भूतकाळातील शोकांतिकेने ठरलेले आहे. महत्त्वाच्या थीममध्ये कौटुंबिक, निष्ठा, निषिद्ध प्रेम, वसाहतवाद/उत्तर-वसाहतवाद, शैक्षणिक भेदभाव आणि सामाजिक वर्ग असमानता यांचा समावेश होतो.",0.9506799
 भारतातील दलित साहित्य चळवळीचे महत्त्व काय आहे?,"भारतातील दलित साहित्य चळवळी एक महत्त्वाची आणि जटिल आणि गुणवानी वाटने प्रकट होती आहे. दलित साहित्य चळवळी ने भारतीय साहित्य आणि संस्कृतीच्या इतिहासात एक महत्त्वपूर्ण भूमिका बजावली आहे.

दलित साहित्य चळवळी ही एक सामाजिक आणि सामाजिक चळवळ आहे जी भारतीय साहित्य", दलित साहित्य हे भारतीय समाजाच्या जाती-आधारित चौकटीतील दलित समाजाचे मार्मिक सामाजिक आणि राजकीय अनुभव व्यक्त करण्यासाठी एक शक्तिशाली माध्यम म्हणून काम करते. दलितांच्या जीवनाला आकार देणाऱ्या असंख्य सामाजिक घटकांवर आणि दलित आणि दलितेतर अशा दोन्ही समुदायांसोबतच्या त्यांच्या संवादावर ते प्रकाश टाकते.,0.96147585
 GDP ची व्याख्या करा. कल्याणकारी उपाय म्हणून त्याचे घटक आणि मर्यादा स्पष्ट करा.,"GDP (Gross Domestic Product) हे एक महत्त्वपूर्ण आणि व्यावसायिक सूचकांक आहे जो एक देशाच्या व्यावसायिक प्रयोजनांच्या पूर्वक्रमाच्या परिशिष्टाच्या आधारावर निर्धारित करतो. या सूचकांना आणि त्याच्या घटकांच्या स्पष्टीकरणासाठी विभाग आणि मर्यादा यांचे विचार केले जाते.

**GDP घटक:**

1. **लोकसंख्या (","सकल देशांतर्गत उत्पादन. हे विशिष्ट पर्याय, विशेषत: देशाच्या सीमारेषेतील उत्पादने आणि सेवांच्या एकूण मूल्य मोजमाप आहेत. कल्याण म्हणजे समाजातील व्यक्तींचे संपूर्ण कल्याण आणि जीवनाचा दर्जा.",0.49120376
 महागाई उत्पादन होते? त्याचे परिणाम आणि धोरणात्मक उत्तरात्मक चर्चा करा.,"महागाई उत्पादन, संयंत्रित उत्पादन, क्रांती उत्पादन, साधारण उत्पादन, त्रासदी उत्पादन, सामान्य उत्पादन, दुर्जय उत्पादन, दीर्घकाळी उत्पादन, पुनरावृत्तीस्थानी उत्पादन, संरक्षणात्मक उत्पादन, संरक्षणात्मक उत्पादन, स्थायी उत्पादन, पुनरावृत्तीस्थानी उत्पादन, पुनरावृत्तीस्थानी उत्पादन, व्यवसायात्मक उत्पादन, विश","अधिक नोकऱ्यांच्या आणि उच्च वेतनाच्या लाभार्थी लोक उत्पन्न आणि ग्राहक खर्चात वाढ होते, एकूण भ्रष्टाचारी आणि त्यांच्या आर्थिक आणि वाढीची पॉवर्सची सेवा. जेव्हा हे मोठ्या प्रमाणावर घडते तेव्हा व्यवसाय आणि क्षेत्रामध्ये खरेदी-विक्री.",0.9315604
" बेरीजची व्याख्या करा. त्याचे प्रकार, कारणे आणि धोरणात्मक उपायांचे विश्लेषण करा.","बेरीज (Beri) हे एक प्रकारचे पौधे आहेत जे ओलिंग (Oleaceae) किंवा सिल्कवुड (Sylvestris) परिवारातील आहेत. ते शाकाहारी पौधे आहेत आणि त्यांच्या विशेषतेने त्यांच्या लांबी, लाल आणि सुंदर रंगाच्या पट्ट्यांमध्ये प्रमुखत्वाचे प्रमाण निर्धारित करतात. बेरीज पौध्यांच्या विविध","जेव्हा काम करू इच्छिणारे कर्मचारी शोधून काढू शकत नाहीत तेव्हा बेमुदत काम करतात. बेभरवशी उच्च आर्थिक संकटाचे संकेत देतात, तर बेपत्ता असल्याचे संकेत देतात. बेमर वर्गीकरण घर्षण, चक्रीय, वा संस्थात्मक संरचना म्हणून जाऊ शकते.",0.68068194
 देयक स्पष्ट करा. त्याचे घटक आणि परिणाम परिणाम घटकांची चर्चा करा.,"देयक (Dye) हे एक प्रकारचे रसायन आहे जे रंगाच्या प्रकार आणि सुगंधाचा निर्मिती करते. देयकांचे घटक आणि परिणाम घटकांची चर्चा याचे महत्व आहे:

**घटक:**

1. रंगवर्धक (Coloring agents): येथे रंगाच्या प्रकार, रंगाचा रंग, रंगाच्या सुगंध, सामग्री आणि अन्य घटकांचा समावेश आहे. उदाहरणार्थ, रंगाच"," पेमेंट बॅलन्स (BOP) ही एक पद्धत आहे ज्याद्वारे देश ठराविक कालावधीत सर्व आंतरराष्ट्रीय चलन व्यवहार मोजतात. बीओपीमध्ये तीन मुख्य खाती असतात: चालू खाते, भांडवली खाते आणि आर्थिक खाते.",0.73230475
 वित्तीय धोरण म्हणजे काय? त्याची साधने आणि स्थिरीकरणाची प्रभावीता स्पष्ट करा,वित्तीय धोरण हे मानवी वित्तीय संचय आणि वित्तपोषित करण्याचे नियम आहेत जे माणसांना त्यांच्या पैसे किंवा वित्तीय संपत्ती त्यांच्या कार्याच्या प्रकाराच्या आधारे निर्णय घेण्याच्या संदर्भात वापरून निर्णय घेतात. वित्तीय धोरण हे माणसाच्या वित्तीय परिस्थितीत वित्तपोषित करण्याच्य,"राजकोषीय सार्वजनिक सार्वजनिक खर्च, कर आकारणी आणि सार्वजनिक कर्जाच्या सार्वजनिक सरकारी धोरणाचा संदर्भ देते. हे असे साधन आहे ज्याच्या सरकारच्या देशाचा अर्थ समुद्रावर लक्ष ठेवण्यासाठी आणि त्यावर प्रभाव टाकण्यासाठी त्याच्या खर्चाची सोय आणि दर कर.",0.94348395
 लवचिकता व्याख्या करा. आर्थिक निर्णयामध्ये त्याचे प्रकार आणि महत्त्व स्पष्ट करा.,"लवचिकता (Love) हा एक मानवी प्रवृत्ती आहे जे व्यक्ती या जगातील अनेक भावनांच्या स्वरूपाचा किंवा विशेषत: प्रकाराचा अनुभव करते. लवचिकता मानवी जीवनातील एक महत्त्वपूर्ण भाग आहे आणि त्याचे महत्त्व त्याच्या अनेक दृष्टिकोणांवर अवलंबून असते.

लवचिकतेच्या प्रकारांमध्ये आणि त्याचे महत्त्व यांचे वर",लवचिकता ही एक आर्थिक संकल्पना आहे जी मूळ किंवा सेवेच्या किमतीच्या विधानांशी संबंधीत मूलतत्त्वे किंवा सेवेसाठी केलेल्या एकूण प्रमाणातील बदल मोजण्यासाठी वापरतात. एखा उत्पादन लवचिक स्त्री जर उत्पादनाची क्षमता प्रमाण जास्त बदलते जेव्हा त्याची किंमत किंवा त्याची किंमत कमी होती.,0.78021204
 पूर्णपणे स्पष्ट करा. लौकिक-रन आणि लॉन्ग-रन समतोल विश्लेषण करा.,"पूर्णपणे स्पष्ट करण्यासाठी मी तुमच्या प्रश्नासाठी आणि त्याच्या उत्तरासाठी तुमच्या प्रश्नाची पूर्वजपणे विचार करण्याची प्रक्रिया केली, ज्यामुळे तुम्ही लौकिक-रन आणि लॉन्ग-रन समतोल विश्लेषण करू शकू शकता. पण काही प्रश्न मिळाले पाहिला तर ते विचार करण्यात आले आणि त्यातून","अल्पधीत, समतोल चित्रवस्तु घटक होईल. दीर्घकाळ, उत्पादनाची भांडी आणि दोन्ही गोष्टी पूर्णतः समतोलावर परिणाम करतात. समतोल संख्यावर फक्त दीर्घकाळात ताकदीला सामान्य नफा.",0.94092155
" मक्तेदारीची व्याख्या करा. त्याची वैशिष्ट्ये, किंमत आणि सामाजिक खर्च स्पष्ट करा.","मक्तेदारीची व्याख्या:

मक्तेदारीचा अर्थ हा म्हणजे ""मोठेपणा"" असा किंवा ""जास्त असणारा"" व्यक्ती आणि व्यवसाय. मक्तेदारी या शब्दाचा अर्थ तो म्हणजे ""मोठेपणा"" असा व्यक्ती आणि व्यवसायी आहे जे जसे खूप मोठेपणा असला तरीही तो व्यवसाय करणे त्याच्या वेळी संभाव्य स","मक्तेदारी हा बाजाराच्या संरचनेचा एक प्रकार आहे ज्यामध्ये एक कंपनी आणि तिच्या वस्तू आणि सेवा नेहमी बाजारावर वर्चस्व गाजवतात. मक्तेदारी बाजाराच्या काही प्रमुख वैशिष्ट्यांमध्ये एकाच क्रियेची नियम, उच्च प्रवेश अडथळे, किमतीची स्थिर शक्ती आणि पर्यायांचा एकत्रित समावेश होतो.",0.97993445
 अल्पसंख्य कंपनी व्यवस्था विकसित करा. त्याची वैशिष्ट्ये आणि किंमत धोरण स्पष्ट करा.,"अल्पसंख्य कंपनी व्यवस्था (Alphameric Company Organization System) ही एक वैशिष्ट्यांची व्यवस्था आहे जी व्यवसायाच्या संस्थापकांच्या व्यवसायाच्या विभागांमध्ये व्यवस्थित केलेल्या संस्थागत प्रक्रिया आहे. या व्यवस्थेच्या काही मुख्य वैशिष्ट्ये आहेत:

१) व्यवसायाची विभागे:

अल्पसंख्य कंपनी व्यवस्थेत, व्यवसायाच्या संस्थ","अल्पसंख्य व्यवस्था म्हणजे काही मार्केटवर कंपनी नियंत्रण ठेवतात. स्वकर्तृत्वाने, केवळ निवडक किमतीशी संगनमत करू शकतात, अंतिम करून अस्पष्ट किमती प्रदान करतात.",0.7097274
 बाह्यत्वे काय आहेत? सकारात्मक आणि नकारात्मक बाह्य आणि परिणाम त्यांच्यात फरक करा.,"बाह्यत्व (Electromagnetism) हे एक प्रकारचे चंद्रीय संबंधित गुणधर्म आहे जे तेथे एकाच क्षेत्रातील प्रत्येक भागाच्या पूर्णत्वाची परस्परसंवाद आणि संबंध असतो. बाह्यत्व निघडून मादापणे आणि मुलांच्या भागांच्या पूर्णत्वाची परस्परसंवाद असते.

सफाई (Positive) बाह्यत्व:

सफाई बाह्यत्व निघडून नि�","आर्थिक व्यवहार अप्रत्यक्षपणे सहभागी नसताना लोक प्रत्यक्ष व्यवहार करतात. जेव्हा खर्च जास्त होतो तेव्हा नकारात्मक नकारात्मकता उद्भवते. जेव्हा लाभ पोहोचतो तेव्हा सकारात्मक बाह्यत्व वार. तर, जेव्हा व्यवहाराचे काही खर्च किंवा उत्पादक ग्राहक इतर कोणावर अवलंबून असतात तेव्हा फायदा घेतात.",0.71249855
" कोणत्या शहराला ऑटोमोबाईल उद्योगासाठी ""डेट्रॉईट ऑफ इंडिया"" म्हटले जाते?",मुंबई,चेन्नईला “आशियाचे डेट्रॉईट” (किंवा “भारताचे डेट्रॉईट”) टोपणनाव आहे. हे शहराचूक मोठमोठे ऑटोमोबाईल उत्पादन आणि संबंधित उद्योगांची निर्मिती आहे. यूएसए मध्ये उद्योग ऑटोमोबाईल उत्पादन यूएसएच्या आसपास आहेत.,0.3644052
 ॲड व्हॅलोरेम टॅक्स करपला लागू केला?,आपला अर्थकटा / व्हॅलोरेम टॅक्स कर (टीआरएचसी) व्हॅलोरेम चालू होतो., वस्तुची किंमत,0.78113925
 कोणत्या गहन विकासाचा अवलंब करण्यासाठी लीड बँक योजना अंतिम करण्यात आली?,म्हणजे गूगल,शेतकरी समुदायाला मदत उद्देशाने गावपातळीवर सज्जता अंगीकार करण्यासाठी लीड बँक योजना अंतिम करण्यात आली.,0.54754114
कोणत्या घटनेची स्थापना करण्यात आली?,," संसाधन वाटप, संपूर्ण आणि संपूर्ण योजनांचे मूल्यांकन या सहकाऱ्यांच्या श्रेणीवर देखरेख करण्यासाठी 1950 पंचाची स्थापना केली. ५ वर्षे. कल्पना सोव्हिएत युनियनकडून आली होती",0.2180306
 भारतातील सर्वात जास्त सकल राज्य देश उत्पादन (GSDP) कोणत्या देशामध्ये आहे?,उत्तर: भारतातील सर्वात जास्त सकल राज्य देश उत्पादन (GSDP) जर्मनी देश आहे.,राज्ये आणि केंद्रशासित प्रदेशात महाराष्ट्राचा जीएसडीपी सर्वाधिक आहे. सध्याच्या किमतीनुसार भारताच्या एकूण जीडीपीमध्ये ते 14.11% योगदान देते आणि तुम्हाला तामिळनाडू (8.55%) आहे.,0.7196773
 कोणत्या बाजूने शालेय शिक्षण गुणवत्ता निर्देशांक सुरू केला?,उत्तर: शालेय शिक्षण गुणवत्ता निर्देशांक सुरू दिल्ली (Delhi) या बाजूने,NITI परिषद शालेय शिक्षण गुणवत्ता निर्देशांक (SEQI) लाँच केला. SEQI मध्ये शालेय शिक्षण क्षेत्राच्या एकूण परिणामकारकता आणि कार्यक्षमतेवर गंभीरपणे प्रभाव पाडणारे संचालकांचा समावेश आहे.,0.78399193
 बँक रेट म्हणजे काय?,"बँक रेट (ब्युरो कोड) हा एक प्रकारचा वित्तीय सेवा सेवा होतो जो व्यक्ती किंवा संस्था यांच्या वित्तीय मुद्द्यांच्या संबंधित वाढीवपणे संबंधित कार्यांचा वापर करतो. बँक रेट म्हणजे बँक यांच्या वित्तीय सेवा सेवांच्या दर, ज्यामुळे वित्तीय साधने वापरून काम करते.

बँक", बँक रेट हा दर ज्यावर RBI व्यावसायिक बँक कर्ज देते. पाहुण्यांचा आनंददायी व्यवस्था आहे. सध्या ते वापरत नाही.,0.9166487
 अल्पावधीत उत्पादन कंपनीची निश्चित किंमत काय आहे?,अल्पावधीत उत्पादन कंपनीच्या निश्चित किंमत स्वरूप  शोध केला जातो.,अल्पावधीत विमा प्रीमियम निश्चित खर्च असतो कारण ते उत्पादनापेक्षा स्वतंत्र असतात.,0.971192
 PM-KISAN (PM-KISN) सर्वांतर्गत वार्षिक एकूण उत्पन्न किती आहे?,मी पूर्णपणा स्वतःचा उत्तर देणार नाही आणि त्यामुळे मी हे सांगू शकत नाही.,प्रधानमंत्री शेतकरी सन्मान (पीएम-केआयएस एन) योजना 20 2019. यात सर्व शेतकरी शेतकरी कुटुंबांना काही अपवादांच्या अधीन राहून शेती योग्य जमीन आधारभूत सुरू करण्यात आली होती. स्वतः अंतर्गत रु. प्रति वर्ष 6000 रुपये तीन हप्त्यांमध्ये चालू केले. प्रत्येकी 200 प्रत्येक लाभार्थी बँक खात्यात जमा.,0.8966345
 भारतीय रिझव्र्ह बँकेकडे व्यावसायिक बँकांनी वैधानिक व्यवहारापेक्षा जास्त रक्कम राखून ठेवली आहे असे म्हणतात काय?,"भारतीय रिझव्र्ह बँकांनी वैधानिक व्यवहारापेक्षा जास्त रक्कम राखून ठेवली आहे असे म्हणतात. ते खोली आणि व्यावसायिक प्रक्रियांसह, वित्तीय संस्था त्यांच्या वित्तीय कार्यांच्या विविध परिस्थिती आणि परिस्थितीत भरपाई किंवा वाढीसाठी एकत्रित केलेल्या रक्कमामुळे आणि दु:ख","बँकिंगमध्ये, अतिरिक्त रिझर्व म्हणजे मध्यवर्ती सत्याने निश्चित केलेल्या राखीव गरजेपेक्षा जास्त बँक राखीव. ते आवश्यक रक्कमेपेक्षा जास्त ठेवीव आहेत.",0.93788284
 काली पूर्णची संकल्पना स्पष्ट करा.,"काली पूर्णची संकल्पना ही एक प्रकारची सांस्कृतिक विहंगाविहीनता आहे ज्यामध्ये काही व्यक्ती कालीन सारख्या वेळीत काही काम करतात, तर दुसर्‍या व्यक्तीने काही काम करतात. या स्थिती मध्ये काही व्यक्ती कालीन वेळीत काही काम करतात, तर दुसर्‍या व्यक्तीने काही काम करतात, ज्यामुळे दोन",का तुमच्यामध्ये बेकायदेशीर पर्यायांद्वारे कमावलेल्या सर्वांचा समावेश होतो आणि इतर उत्पन्न जे कर उद्देशाने नोंदवले जात नाही.,0.94321483
" 2016-17 च्या महाराष्ट्र आर्थिक सर्वेक्षणानुसार, कोणत्या राज्याने GSDP मध्ये सर्वाधिक वाढ केली?","उत्तर: 2016-17 च्या महाराष्ट्र आर्थिक सर्वेक्षणानुसार, गुजरात राज्यातील GSDP मध्ये सर्वाधिक वाढ झाली."," महाराष्ट्राच्या 2016-17 च्या आर्थिक सर्वेक्षणानुसार, GSDP मध्ये सर्वाधिक वाढ झाली आहे.",0.93180734
 कृषी उत्पन्न पणन समित्यांच्या (एपीएमसी) सरकारमध्ये काय समाविष्ट आहे?,"एपीएमसी (कृषी उत्पन्न पणन समित्या) हे भारत सरकारच्या कृषि विकास मंत्रालयात स्थापना केलेली एक अधिकृत परिषद आहे. ती कृषि उत्पन्न पणन, कृषि विकास, कृषि शिक्षण, कृषि सुविधा आणि कृषि सुरक्षा यांच्या विभागांच्या संबंधित कार्यांसाठी काम करते. 

एपीएमसी सरकारच्या कृषि उत्पन्न पणन समित्यांच्य","एपीएमसीच्या कृषी निर्यात क्षेत्र, फलोत्पादन प्रशिक्षण केंद्रे, प्रभावी वितरणासाठी आणि पॅप सुविधांचा समावेश आहे.",0.91739607
 कोणते क्षेत्र सर्वात मोठे निर्माण करणारे आणि पाण्याचा अर्थ सर्वात मोठे विकास क्षेत्र आहे?,"पाणी सर्वात मोठे निर्माण करणारे आणि पाण्याचा अर्थ सर्वात मोठे विकास क्षेत्र आहे.

पाणी निर्माण करण्यासाठी पाणी घालवण्यासाठी निर्मित केलेले पाणी किंवा पाण्याच्या प्रकारांचे उत्पादन आणि मालक आणि विक्री हे सर्वात मोठे विकास क्षेत्र आहे.", सेवा क्षेत्र हे सर्वोत्कृष्ट निर्माण करणारे आणि याचा अर्थ पाण्यातील सर्वात मोठे विकास क्षेत्र आहे.,0.9504093
 खाजगी प्रौढ साक्षरता वाढणे कोणत्या नावाने पूर्ण योजना राबता आहे?,उत्तर: खाजगी प्रौढ साक्षरता वाढणे किंवा खाजगी शिक्षण आणि साक्षरता प्रणाली पूर्ण योजना या नावाने पूर्ण योजना राबता आहे.,"जगभरातील साक्षरता वाढीसाठी 'प्रत्यक्ष एक सूचना', 'साक्ष भारत अभियान' या समोर अभिनव योजना समाजाच्या सहभागाने केल्या जातात.",0.9200151
परदेशी आपल्या देशात काय गुंतवणुकीला म्हणतात?,"परदेशी आपल्या देशात काय गुंतवणुकीला निम्नलिखित आहे:

१. शिक्षण आणि कला शिक्षण
२. आर्थिक विकास आणि व्यापार
३. स्वास्थ्य सेवा आणि आहार
४. शिक्षणाचे सुविधा
५. शिक्षणाचे कौशल्य
६. स्वास्थ्य सेवांचे सुविधा
७. आर्थिक विकास आणि विकास
८. विद्युततंत्र आणि कचरा प"," विदेशी व्यक्ती (बहुतेक) जेव्हार्ती कंपनी, कॉपोरेशन किंवा एका व्यक्तीने एकत्रित देशच्या मालमत्ता व्यवस्था करते किंवा त्यांच्या राष्ट्रात भागीदारी घेते.",0.9540459
 गृहनिर्माण क्षेत्राचे उत्पादन होते?,"गृहनिर्माण क्षेत्राचे उत्पादन प्रकारांच्या किंवा प्रकारांतरांच्या आधारावर विभागले जाते. गृहनिर्माण क्षेत्रातील उत्पादनांच्या विविध क्षेत्रांमध्ये या प्रकारांतरांमध्ये समाविष्ट आहेत:

१) गुणवत्तेचे कारखाने:

*   सिलिकॉन कारखाने
*   व्हेनिलम कारखाने
*   कारखाने"," घर्षण गरीबी ही यंत्रण तुटणे, वीज बिघाडाची मालाची कमजोरी, संकटे संपुष्टात आणणारे घटक. घरची गरीबी स्वभावतः तत्पुरती असते.",0.88317984
 प्रवासी व्यवसाय हमी योजना (EGS) कधी सुरू करण्यात आली?,"सुरू करण्यात आल्यानंतर, 1993 मध्ये आयुर्वेदिक संस्था विकसित करण्याचे प्रक्रिया शुरू झाली.", 28 मार्च 1972 रोजी रोजगार हमी योजना (EGS) सुरू करण्यात आली.,0.8550148
 अर्थशास्त्रात बेंचमार्किंग म्हणजे काय?,"अर्थशास्त्रात बेंचमार्किंग हे एक सांख्यिकीशास्त्रीय कार्य आहे ज्यामध्ये विविध कारणे आणि कारणांसह कार्यांची त्रुटी आणि स्वरूपे विभागली जातात. 

बेंचमार्किंग म्हणजे एक प्रक्रिया असे आहे जिथे निर्णय-निर्माते त्यांच्या निर्णयांच्या स्वरूपे विभागली जातात. या प्रक"," पटाची धोरणे, उत्पादने, कार्यक्रम, रणनीती इतरांच्या गुणवत्तेचे मोजमाप आणि त्यांची मानक मोजमापशी तुलना करणे याला बेंचमार्किंग म्हणतात.",0.90946287
 फेरा म्हणजे काय आणि ते कधी सुरू करण्यात आले?,"फेरा (Ferry) हा एक प्रकारचा रेल्वे यंत्र आहे जो मार्गांच्या वेळेवर सुरू होतो. या यंत्राच्या वापराने गावांमधील आणि शहरांमधील किंवा जलसमयांमधील यात्रा करण्याची सुविधा प्रदान केली जाते. ते विविध प्रकारच्या प्रकारच्या कामगिरीच्या संदर्भात काम केले जाते.

पूर्वी फेरी य"," 1973 चा परीय चलन नियमन कायदा (FERA) हा परकीय चलन, सिक्युरिटीज, चलनाची आयात आणि निर्यात आणि परकीय अधिकारी मालमत्तेचे संपादन यामधील काही देयकांचे नियम नियम आहे.",0.6382389
 2023-2024 या आर्थिक वर्षात भारताचा GDP वाढीचा दर किती होता?,2023-2024 या आर्थिक वर्षात भारताच्या GDP वाढीचा दर 7.5% होता, भारताचा जीडीपी विकास दर वर्षानुवर्षे 8.15% होता.,0.6319195
 भारतातील उपभोग राष्ट्रवादी काही उदयोन्मुख ट्रेंडचा उल्लेख करा?,"भारतातील उपभोग राष्ट्रवादी ट्रेंड:

1. **आजारीवाद आणि अनारकला विरोध**:  भारताच्या संविधानातील प्रारंभिक निर्माणाने उपभोग राष्ट्रवादी ट्रेंडचा सुरुवात करण्यात आला. महात्मा गांधीविरोधी आणि आजारीवादी आणि अनारकला आणि अन्य राष्ट्रवादी आणि हिंदू समुदायांसाठी विशेष प्रोत्साहनांसह त्यां","लक आणि प्रॉमिअल आणि किंमती आणि सेवा वाढवलेला खर्च, गैर-खाद्य वस्तुंकडे वळणे आणि शिक्षण खर्चात घटझ्झा, मात्र शहरी गुण.",0.855555
 भारताचा अर्थ रेल्वेचा मुख्य चालक कोणता आहे?,भारताचा रेल्वेचा मुख्य चालक - दादा रोड्रांजो दारिदुरा हे एक प्रसिद्ध भारतीय रेलवे चालक म्हणून ओळखले जातात., भारताच्या जीडीपीच्या निधीचा ७०% देश वापरतात; देश हा बाजार आहे चौथ्या क्रमांकाचा ग्राहक.,0.9595736
 भारतीय अर्थ सागरी प्रमुख प्रश्न कोणते आहे?,"भारतीय अर्थ सागरी प्रमुख प्रश्न म्हणजे ""सार्वजनिक आर्थिक व्यवहार की व्यवस्था"" असे म्हणतात."," लोकसंख्येची घनता, दारिद्र, बेरोजगारी, घटस्थापना, खराब शिक्षण आणि कर्जाची समस्या ही भारतीय अर्थाने गंभीर काही प्रमुख आव्हाने आहेत.",0.96672535
 भारताच्या GDP मध्ये कृषी क्षेत्राचा वाटा किती टक्के आहे?,"भारताच्या GDP मध्ये कृषी क्षेत्राचा वाटा ते 25-27% आहे.

भारताच्या कृषी क्षेत्राचे सामना भारतीय अर्थव्यवस्थेच्या विविध क्षेत्रांवर अवलंबून आहे, त्याच्या वाऱ्यांनी त्याचे परिस्थिती निर्माण केल्या आहेत आणि कृषी क्षेत्राच्या वाऱ्यांचे प्रभाव म्हणून योग्य व्यवस्था केली जावी लागत", आर्थिक वर्ष 2024 मध्ये नोंदवल्यानुसार भारताच्या GDP मध्ये कृषी क्षेत्राचा वाटा अंदाजे 17.7% आहे.,0.8918157
भारताच्या अर्थाचे स्वरूप काय आहे?,"भारताच्या अर्थाचे स्वरूप भारताच्या वाघवणी आणि विनिमयाच्या संदर्भात एका प्रमुख स्वरूपाचे आहे.

भारताच्या अर्थाचे स्वरूप दोन भागांमध्ये विभागून तयार केले आहे:

- भारताच्या आर्थिक स्वरूपावर: भारताच्या आर्थिक स्वरूपावरील अंतराळ मोठे आहे. भारताच्या आर्थिक विकासातील मुख्य भाग असलेल्या क्षेत","भारत ही मिश्र अर्थव्यवस्था आहे. शेती आणि उद्योगाची अवलंबित्व, कमी दरडोई उत्पन्न, जनता लोकसंख्या, बेरोजगारी, असमानती संपत्ती आणि पायाभूत सुविधांची क्षमता हे त्याचे गुण आहे. बहुसंख्य भारतीय या क्षेत्रामध्ये कार्यरत आहेत, जे देशाच्या आर्थिक विकासाचे प्रतिबिंबित करतात.",0.8920209
